Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,CustomerID,Age,Age Group,Gender
5334-1,18-03-2015,Erin Creighton,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,High,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,21-03-2015,3.65,5.98,2.33,10.0,149.5,8.0,4.49,145.02,1.49,146.51,508727,63,55-64,Male
5335-1,27-12-2014,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,29-12-2014,1.84,2.88,1.04,22.0,95.06,1.0,9.69,87.2,0.99,88.43,589016,47,45-54,Female
5335-1,29-12-2013,John Castell,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Home Office,Natasha Song,Low,Artisan Husing File Binders,Office Supplies,Small Box,Regular Air,30-12-2013,3.65,5.98,2.33,37.0,100.98,4.0,11.0,97.18,1.49,98.68,140651,36,35-44,Male
5335-1,17-08-2013,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Consumer,Tina Carlton,Medium,Alto Keyboard-In-A-Box,Office Supplies,Wrap Bag,Regular Air,17-08-2013,6.4,29.1,22.7,48.0,360.06,3.0,3.26,328.7,4.0,303.52,298248,38,35-44,Male
5335-2,13-12-2013,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,Natasha Song,High,"OIC Colored Binder Clips, Assorted Sizes",Technology,Small Pack,Regular Air,14-12-2013,2.29,3.58,1.29,32.0,107.4,8.0,1.07,106.33,1.63,107.96,237192,41,35-44,Male
5335-2,11-12-2013,Patrick Jones,"222 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Critical,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Small Box,Regular Air,15-12-2013,2.29,3.58,1.29,45.0,107.4,8.0,1.07,106.33,1.63,107.96,963671,75,65+,Male
5335-2,11-12-2013,Patrick Jones,"222 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Not Specified,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Small Box,Regular Air,15-12-2013,2.29,3.58,1.29,20.0,107.4,5.0,1.07,106.33,1.63,107.96,464257,75,65+,Female
5336-1,09-09-2013,Frank Price,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,PastelOcean Color Pencil Set,Office Supplies,Small Box,Regular Air,10-09-2013,11.11,19.84,8.73,34.0,73.92,6.0,2.96,60.96,4.1,72.96,686850,73,65+,Male
5336-1,08-12-2013,Gary Hwang,"60 York St,Sydney",Sydney,NSW,Corporate,Charlie Bui,High,Smiths Pushpins,Office Supplies,Wrap Bag,Regular Air,15-12-2013,0.94,1.88,0.94,50.0,600.94,0.0,12.33,59.9,0.79,60.79,889455,39,35-44,Female
5336-1,08-01-2014,Dionis Lloyd,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,High,Binder Clips by OIC,Office Supplies,Wrap Bag,Express Air,15-01-2014,0.93,1.48,0.55,42.0,36.4,1.0,1.87,34.65,0.7,35.36,864215,28,25-34,Female
5336-1,24-07-2014,Hirlia Sunley,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,High,Alto Perma 2700 Stacking Storage Drawers,Technology,Small Pack,Regular Air,26-07-2014,8.92,29.74,20.82,29.0,441.6,3.0,4.65,426.05,6.64,420.47,552167,67,65+,Male
5336-1,07-01-2014,Charlotte Melton,"211/25-29 Dixon St,Haymarket",Sydney,NSW,Consumer,Preston Senome,Low,OIC Thumb-Tacks,Office Supplies,Small Box,Regular Air,08-01-2014,0.71,1.14,0.43,37.0,56.4,6.0,2.42,53.56,0.7,54.62,179882,39,35-44,Male
5336-1,08-06-2015,Frank Price,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,High,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,10-06-2015,1.6,2.62,1.02,38.0,41.45,4.0,2.24,30.76,0.8,31.95,621971,28,25-34,Male
5337-1,12-10-2015,Bobby Trafton,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Consumer,Mihael Khan,High,Apex Office Executive Series Stainless Steel Trimmers,Technology,Jumbo Drum,Delivery Truck,14-10-2015,3.51,8.57,5.06,25.0,141.32,2.0,5.73,137.19,6.14,147.68,387924,76,65+,Male
5338-1,26-07-2013,Tracy Blumstein,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Express Air,27-07-2013,13.88,22.38,8.5,31.0,90.06,0.0,10.68,90.06,15.1,92.83,569650,64,55-64,Female
5338-1,11-12-2014,Marc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Critical,Artisan 478 Labels,Technology,Small Box,Express Air,12-12-2014,3.14,4.91,1.77,22.0,89.9,10.0,5.96,84.96,0.5,82.74,204937,27,25-34,Female
5339-1,29-07-2013,Nick Zandusky,"224A Gertrude St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Medium,Artisan 487 Labels,Office Supplies,Wrap Bag,Regular Air,30-07-2013,2.29,3.69,1.4,29.0,149.5,7.0,4.49,145.02,0.5,143.51,142381,50,45-54,Male
5339-1,14-03-2013,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Home Office,Yvette Biti,Critical,Artisan Arch Ring Binders,Technology,Small Box,Regular Air,15-03-2013,36.02,58.1,22.08,22.0,574.5,10.0,0.0,538.68,1.49,54.47,821760,28,25-34,Female
5339-1,21-10-2014,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,21-10-2014,2.26,3.58,1.32,39.0,95.76,6.0,2.67,82.89,5.47,87.38,478040,29,25-34,Female
5340-1,17-05-2014,Deborah Brumfield,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Low,Artisan Non-Stick Binders,Office Supplies,Small Box,Regular Air,18-05-2014,2.74,4.49,1.75,29.0,69.52,3.0,0.0,68.56,1.49,28.03,647519,39,35-44,Female
5340-1,10-12-2013,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,Medium,Artisan 478 Labels,Office Supplies,Small Box,Regular Air,12-12-2013,3.14,1.98,0.79,32.0,51.93,10.0,0.0,51.93,4.76,56.9,956009,38,35-44,Female
5340-1,29-06-2013,Cyma Kinney,"644 George St,Sydney",Sydney,NSW,Home Office,Radhya Staples,High,Artisan 477 Labels,Office Supplies,Small Box,Regular Air,04-07-2013,3.14,4.91,1.77,38.0,63.52,5.0,2.64,62.68,0.5,63.59,146685,31,25-34,Female
5340-1,05-12-2013,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Critical,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,07-12-2013,1.59,2.61,1.02,22.0,33.62,9.0,2.0,30.68,0.5,31.82,705009,32,25-34,Male
5340-1,11-12-2013,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Critical,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Wrap Bag,Regular Air,13-12-2013,2.16,3.85,1.69,24.0,51.93,7.0,0.0,51.93,0.7,56.9,712579,29,25-34,Female
5340-1,11-12-2013,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Low,Artisan 479 Labels,Office Supplies,Wrap Bag,Express Air,13-12-2013,1.59,2.61,1.02,8.0,51.93,5.0,0.0,51.93,0.5,56.9,339918,71,65+,Female
5340-1,30-06-2013,Clay Ludtke,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Box,Regular Air,04-07-2013,1.19,1.98,0.79,32.0,51.93,9.0,0.0,51.93,4.77,56.9,771030,68,65+,Male
5341-1,29-08-2013,Nancy Lomonaco,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,High,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,03-09-2013,3.84,6.3,2.46,26.0,119.24,3.0,4.64,112.46,0.5,113.07,177280,63,55-64,Female
5341-1,01-11-2013,Kristina Nunn,"22 Civic Rd,Auburn",Sydney,NSW,Small Business,Mihael Khan,Critical,Smiths File Caddy,Office Supplies,Wrap Bag,Regular Air,02-11-2013,4.03,9.38,5.35,8.0,123.04,10.0,3.75,122.75,7.28,126.75,795345,32,25-34,Female
5341-1,25-07-2015,Annie Thurman,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Low,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,26-07-2015,1.59,2.61,1.02,33.0,107.8,7.0,9.54,106.82,0.5,109.0,568905,45,45-54,Male
5342-1,13-12-2013,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Critical,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Small Box,Regular Air,14-12-2013,2.98,5.84,2.86,42.0,19.56,7.0,0.2,19.36,0.83,21.22,421976,38,35-44,Male
5342-1,13-12-2013,Ben Peterman,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Medium,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Small Pack,Regular Air,15-12-2013,2.16,3.85,1.69,28.0,19.56,3.0,0.2,19.36,0.7,21.22,455668,44,35-44,Male
5342-1,13-12-2013,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Low,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Wrap Bag,Regular Air,14-12-2013,4.48,8.14,3.66,22.0,19.56,10.0,0.2,19.36,3.12,21.22,415560,18,18-24,Female
5342-1,13-12-2013,Carol Triggs,"644 George St,Sydney",Sydney,NSW,Home Office,Radhya Staples,Low,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Technology,Large Box,Regular Air,22-12-2013,2.16,3.85,1.69,25.0,19.56,7.0,0.2,19.36,0.7,21.22,104833,71,65+,Female
5342-1,13-12-2013,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,Natasha Song,Critical,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighter, Yellow Ink",Office Supplies,Wrap Bag,Regular Air,14-12-2013,1.05,1.95,0.9,22.0,19.56,4.0,0.2,19.36,1.63,21.22,372960,49,45-54,Female
5342-1,13-12-2013,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Low,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Wrap Bag,Regular Air,14-12-2013,4.48,8.14,3.66,38.0,19.56,2.0,0.2,19.36,3.12,21.22,844906,43,35-44,Female
5342-1,05-10-2013,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Artisan 474 Labels,Office Supplies,Wrap Bag,Express Air,07-10-2013,1.84,2.88,1.04,18.0,206.91,4.0,14.58,183.69,0.99,199.8,305992,36,35-44,Male
5343-1,21-03-2014,Justin Ellison,"163 Concord Road,North Strathfield",Sydney,NSW,Home Office,Charlie Buo,High,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,26-03-2014,1.59,2.61,1.02,41.0,3.52,5.0,0.15,2.36,0.5,5.07,325422,65,65+,Male
5343-1,13-03-2014,Dennis Pardue,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,13-03-2014,2.5,5.68,3.18,34.0,120.78,3.0,1.22,222.7,3.6,213.53,621600,71,65+,Female
5344-1,18-12-2013,Carol Triggs,"273 George Street,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Medium,Artisan 481 Labels,Office Supplies,Wrap Bag,Express Air,20-12-2013,1.94,3.08,1.14,39.0,40.0,8.0,4.0,36.0,0.99,37.2,859299,79,65+,Male
5344-1,26-04-2013,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Consumer,Mihael Khan,Not Specified,Security-Tint Envelopes,Office Supplies,Small Box,Regular Air,26-04-2013,4.89,7.64,2.75,35.0,359.64,3.0,3.59,333.85,1.39,339.25,976850,31,25-34,Female
5344-1,17-09-2015,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Corporate,Leighton Forrest,Medium,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Express Air,17-09-2015,1.53,2.78,1.25,35.0,8.94,6.0,0.54,8.68,1.34,10.64,321830,39,35-44,Female
5345-1,27-07-2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Critical,Artisan 478 Labels,Office Supplies,Small Box,Express Air,31-07-2015,3.14,4.91,1.77,14.0,28.52,9.0,2.54,26.6,0.5,26.06,566374,28,25-34,Female
5345-1,17-06-2014,Edward Becker,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Medium,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,18-06-2014,1.94,3.08,1.14,21.0,26.2,6.0,2.2,24.6,0.99,24.42,789166,70,65+,Female
5345-1,17-12-2013,Tony Molinari,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Not Specified,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Express Air,19-12-2013,5.33,8.6,3.27,8.0,197.8,6.0,3.96,193.84,6.19,200.03,337723,43,35-44,Male
5345-1,07-06-2013,Janet Martin,"24 Addison Rd,Marrickville",Sydney,NSW,Home Office,Radhya Staples,Not Specified,Apex Forged Steel Scissors with Black Enamel Handles,Office Supplies,Wrap Bag,Regular Air,08-06-2013,4.1,9.31,5.21,36.0,383.68,10.0,32.87,283.83,3.98,292.63,561451,24,18-24,Female
5345-1,20-08-2013,Jennifer Patt,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,High,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Pack,Express Air,22-08-2013,5.33,8.6,3.27,37.0,197.8,8.0,3.96,193.84,6.19,200.03,474755,62,55-64,Male
5345-1,30-07-2014,Keith Herrera,"120 Hardware St,Melbourne",Melbourne,VIC,Consumer,Yvette Biti,High,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,31-07-2014,3.84,6.3,2.46,50.0,31.6,10.0,2.25,21.06,0.5,22.09,354373,45,45-54,Male
5345-1,03-09-2013,Rob Haberlin,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,High,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,05-09-2013,5.33,8.6,3.27,9.0,197.8,3.0,3.96,193.84,6.19,200.03,505395,46,45-54,Male
5345-1,16-07-2013,George Zrebassa,"73 MacLeay St,Potts Point",Sydney,NSW,Home Office,Natasha Song,Low,Aluminum Document Frame,Office Supplies,Small Box,Regular Air,17-07-2013,5.5,12.22,6.72,43.0,197.8,8.0,3.96,193.84,2.85,200.03,766618,42,35-44,Male
5345-1,13-09-2014,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Artisan 484 Labels,Office Supplies,Small Box,Regular Air,17-09-2014,1.84,2.88,1.04,33.0,80.88,8.0,5.69,78.33,0.99,79.41,620282,65,65+,Male
5345-1,20-07-2013,Giulietta Dortch,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,High,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Pack,Regular Air,22-07-2013,5.33,8.6,3.27,39.0,197.8,4.0,3.96,193.84,6.19,200.03,292083,62,55-64,Male
5345-1,05-07-2013,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Critical,Office Shears by Apex,Office Supplies,Small Box,Regular Air,07-07-2013,0.94,2.08,1.14,8.0,74.9,2.0,7.48,68.88,2.56,79.53,786122,52,45-54,Female
5346-1,31-05-2016,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Medium,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,04-06-2016,1.6,2.62,1.02,46.0,118.58,1.0,9.95,116.65,0.8,118.19,165851,75,65+,Female
5346-1,15-07-2014,Bobby Odegard,"1/160 Anzac Parade,Kensington",Sydney,NSW,Home Office,Natasha Song,Medium,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,17-07-2014,4.53,7.3,2.77,44.0,283.72,4.0,29.37,262.35,7.72,268.75,955916,46,45-54,Female
5346-1,12-08-2015,Nora Pelletier,"5/250 Old Northern Road,Castle Hill",Sydney,NSW,Consumer,Nicholas Fernandes,High,Artisan 487 Labels,Office Supplies,Small Pack,Regular Air,14-08-2015,2.29,3.69,1.4,24.0,111.66,10.0,4.57,117.07,0.5,119.85,869188,22,18-24,Female
5347-1,01-02-2017,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,04-02-2017,5.33,8.6,3.27,42.0,197.8,0.0,3.96,193.84,6.19,200.03,539916,52,45-54,Male
5347-1,20-05-2015,Alan Shonely,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Artisan Hanging File Binders,Office Supplies,Small Box,Express Air,21-05-2015,3.65,5.98,2.33,23.0,369.0,2.0,3.98,364.3,1.49,364.31,121075,70,65+,Male
5348-1,29-07-2015,Alian Denenbon,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,High,"Wirebound Message Book, 4 per Page",Office Supplies,Small Box,Regular Air,31-07-2015,3.48,5.43,1.95,10.0,83.12,4.0,7.54,78.16,0.95,79.31,362172,60,55-64,Female
5349-1,23-12-2013,Don Miller,"120 Hardware St,Melbourne",Melbourne,VIC,Small Business,Connor Betts,High,Artisan 478 Labels,Office Supplies,Wrap Bag,Regular Air,23-12-2013,3.14,4.91,1.77,7.0,56.92,2.0,2.36,56.56,0.5,57.06,982724,42,35-44,Male
5350-1,28-12-2014,Charles Crestani,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Home Office,Phoebe Gour,Low,"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,Small Box,Express Air,30-12-2014,84.22,210.55,126.33,37.0,986.06,4.0,9.86,976.2,9.99,988.42,246609,69,65+,Male
5350-1,27-12-2013,Denise Monton,"797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Beekin 105-Key Black Keyboard,Technology,Small Pack,Regular Air,29-12-2013,6.39,19.98,13.59,35.0,1079.29,3.0,97.14,982.15,4.0,988.42,169821,50,45-54,Female
5351-1,10-01-2014,Anne Pryor,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,10-01-2014,6.39,19.98,13.59,39.0,345.42,3.0,14.35,323.65,4.0,339.55,783092,63,55-64,Male
5351-1,04-09-2013,Dan Caclop,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Express Air,10-09-2013,3.52,5.68,2.16,5.0,98.31,9.0,2.93,95.97,1.39,95.99,903658,59,55-64,Female
5351-1,04-07-2014,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,High,"Alto Parchment Paper, Assorted Colors",Office Supplies,Wrap Bag,Regular Air,06-07-2014,4.59,7.28,2.69,39.0,181.6,4.0,9.61,176.69,11.15,174.93,554798,74,65+,Male
5352-1,29-10-2014,Brendan Murry,"797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Phoebe Gour,Low,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Small Box,Regular Air,31-10-2014,2.29,3.58,1.29,46.0,26.9,9.0,2.8,26.13,1.63,27.42,838747,21,18-24,Female
5353-1,05-12-2013,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Critical,Wirebound Voice Message Log Book,Office Supplies,Small Pack,Regular Air,07-12-2013,2.9,4.76,1.86,21.0,2007.53,3.0,180.68,1826.85,0.88,1858.84,737029,68,65+,Female
5353-1,23-06-2013,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Critical,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,23-06-2013,1.84,2.88,1.04,11.0,126.08,3.0,3.06,121.7,0.99,123.26,218609,49,45-54,Female
5353-1,01-11-2013,Kristina Nunn,"22 Civic Rd,Auburn",Sydney,NSW,Home Office,Mihael Khan,Not Specified,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,02-11-2013,3.65,5.98,2.33,36.0,167.08,4.0,3.85,152.87,1.49,153.28,682862,18,18-24,Female
5354-1,29-12-2013,John Castell,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Consumer,Natasha Song,Medium,TechSavi Cordless Elite Duo,Office Supplies,Wrap Bag,Regular Air,30-12-2013,60.59,100.98,40.39,48.0,100.98,3.0,10.1,90.88,7.18,98.06,831718,59,55-64,Female
5354-1,03-07-2014,Mitch Webber,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan 474 Labels,Technology,Medium Box,Regular Air,05-07-2014,1.84,2.88,1.04,25.0,50.96,5.0,0.32,49.22,0.99,50.07,375055,51,45-54,Male
5354-1,29-12-2013,Steve Carroll,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,TechSavi Cordless Access Keyboard,Office Supplies,Wrap Bag,Regular Air,30-12-2013,14.7,29.99,15.29,3.0,100.98,9.0,10.1,90.88,5.5,98.06,310599,24,18-24,Male
5354-1,29-12-2013,John Castell,"96 Liverpool St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,Low,TechSavi Cordless Elite Duo,Office Supplies,Wrap Bag,Regular Air,30-12-2013,60.59,100.98,40.39,8.0,100.98,6.0,10.1,90.88,7.18,98.06,330184,34,25-34,Male
5354-1,29-12-2013,John Castell,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Corporate,Natasha Song,Not Specified,TechSavi Cordless Elite Duo,Office Supplies,Small Box,Regular Air,30-12-2013,60.59,100.98,40.39,20.0,100.98,0.0,10.1,90.88,7.18,98.06,128462,75,65+,Female
5354-1,29-12-2013,John Castell,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Corporate,Natasha Song,Not Specified,TechSavi Cordless Access Keyboard,Furniture,Small Pack,Regular Air,30-12-2013,14.7,29.99,15.29,44.0,100.98,3.0,10.1,90.88,5.5,98.06,892539,45,45-54,Female
5355-1,03-03-2015,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,NSW,Consumer,Aanya Zhang,Critical,Economy Rollaway Files,Office Supplies,Small Box,Regular Air,04-03-2015,67.73,165.2,97.47,43.0,403.85,5.0,20.19,383.66,19.99,388.41,632203,23,18-24,Male
5355-1,11-10-2013,Amy Cox,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,Medium,"Wirebound Message Book, 4 per Page",Office Supplies,Wrap Bag,Express Air,12-10-2013,3.48,5.43,1.95,26.0,63.82,10.0,4.46,52.22,0.95,59.32,263987,66,65+,Male
5355-1,29-12-2013,John Castell,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Corporate,Natasha Song,Medium,Cando PC940 Copier,Office Supplies,Small Pack,Regular Air,30-12-2013,278.99,449.99,171.0,34.0,110.98,4.0,11.0,90.88,49.0,90.88,534018,23,18-24,Female
5355-1,04-02-2015,David Smith,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Not Specified,Artisan 474 Labels,Office Supplies,Small Box,Express Air,06-02-2015,1.84,2.88,1.04,5.0,56.3,4.0,3.92,59.66,0.99,60.51,961013,47,45-54,Male
5356-1,27-10-2013,Denise Leinenbach,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,High,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Small Box,Regular Air,31-10-2013,4.48,8.14,3.66,47.0,91.36,0.0,7.3,93.76,3.12,99.61,745910,41,35-44,Female
5356-1,01-11-2013,John Murra,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Medium,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Express Air,03-11-2013,0.93,1.6,0.67,31.0,51.64,0.0,2.17,51.91,1.29,59.6,761832,65,65+,Male
5356-1,03-08-2015,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,08-08-2015,1.18,1.88,0.7,34.0,41.92,7.0,4.1,38.96,1.49,39.95,263755,21,18-24,Male
5356-1,05-12-2013,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,DFeek ODtal Color Pencil Set,Office Supplies,Small Box,Regular Air,07-12-2013,11.11,19.84,8.73,7.0,2007.53,3.0,180.68,1826.85,4.1,1835.84,730830,39,35-44,Male
5356-1,10-04-2015,Katrina Edelman,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,Preston Senome,Low,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Small Box,Regular Air,11-04-2015,21.56,36.55,14.99,20.0,52.82,5.0,3.17,49.65,13.89,50.92,646173,31,25-34,Female
5356-1,20-10-2013,Tamara Willingham,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,21-10-2013,1.84,2.88,1.04,37.0,297.6,5.0,0.0,297.66,0.99,305.3,713059,75,65+,Male
5357-1,05-07-2014,James Galang,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,OIC Bulk Pack Metal Binder Clips,Office Supplies,Small Pack,Regular Air,09-07-2014,3.95,6.08,2.13,34.0,169.8,4.0,5.49,156.97,1.82,159.69,715450,43,35-44,Female
5357-1,04-12-2016,Kean Thrrason,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,High,Alto Perma 2700 Stacking Storage Drawers,Technology,Small Pack,Regular Air,05-12-2016,8.92,29.74,20.82,1.0,579.42,10.0,34.77,544.65,6.64,548.65,580409,69,65+,Male
5357-1,30-12-2013,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Medium,Artisan Legal 4-Ring Binder,Office Supplies,Small Box,Regular Air,30-12-2013,13.64,20.98,7.34,1.0,482.54,0.0,14.48,468.06,1.49,469.55,731253,46,45-54,Male
